date,department,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity
2/22/2015,sweing,3,0.7,30.1,1041.0,8160,33,0.0,0,2,58.0,0.626577778
1/8/2015,sweing,9,0.8,26.16,1216.0,10620,88,0.0,0,0,59.0,0.900215716
1/20/2015,sweing,7,0.35,22.94,1450.0,10080,30,0.0,0,0,56.0,0.400332792
2/18/2015,sweing,7,0.75,30.1,553.0,2280,45,0.0,0,1,59.0,0.75053268
1/4/2015,sweing,4,0.8,28.08,878.0,4260,50,0.0,0,0,55.5,0.800598058
2/9/2015,sweing,9,0.8,29.12,1073.0,6960,50,0.0,0,0,58.0,0.799963218
2/15/2015,finishing,6,0.8,2.9,,960,0,0.0,0,0,8.0,0.604166667
1/6/2015,finishing ,9,0.8,3.94,,1440,0,0.0,0,0,8.0,0.858143939
2/1/2015,sweing,2,0.8,22.52,1396.0,6900,113,0.0,0,0,57.5,1.000671304
3/8/2015,sweing,1,0.75,26.82,1254.0,6960,65,0.0,0,0,58.0,0.85007069
3/7/2015,finishing,7,0.8,4.6,,6000,0,0.0,0,0,25.0,0.825444444
2/5/2015,sweing,7,0.07,24.26,1608.0,6960,0,0.0,0,0,58.0,0.522844828
1/25/2015,finishing ,7,0.65,3.94,,2520,0,0.0,0,0,14.0,0.749188312
1/8/2015,sweing,1,0.8,26.16,1189.0,10620,75,0.0,0,0,59.0,0.850502311
3/3/2015,sweing,1,0.7,26.66,1562.0,6960,60,0.0,0,0,58.0,0.800566092
1/15/2015,sweing,5,0.7,20.79,391.0,10440,0,0.0,0,0,58.0,0.700060345
2/12/2015,sweing,4,0.7,30.1,419.0,7080,0,0.0,0,1,59.0,0.637711864
2/15/2015,finishing,8,0.7,4.15,,960,0,0.0,0,0,8.0,0.605208333
2/22/2015,sweing,11,0.75,11.41,834.0,3480,0,0.0,0,2,58.0,0.672140805
3/5/2015,finishing,11,0.8,2.9,,1200,0,0.0,0,0,10.0,0.927291667
3/7/2015,sweing,10,0.7,21.82,1251.0,6000,30,0.0,0,0,50.0,0.700422
3/4/2015,sweing,3,0.8,29.4,1169.0,6840,63,0.0,0,0,57.0,0.800333333
1/10/2015,finishing ,10,0.8,3.94,,1440,0,0.0,0,0,8.0,0.846950758
3/9/2015,sweing,12,0.8,15.26,1132.0,4080,63,0.0,0,0,34.0,0.800401961
1/22/2015,sweing,9,0.5,29.12,970.0,10440,30,0.0,0,0,58.0,0.500547544
2/1/2015,finishing ,8,0.65,4.15,,960,0,0.0,0,0,8.0,1.0115625
2/24/2015,finishing,6,0.75,2.9,,1800,0,0.0,0,0,15.0,0.726933333
1/3/2015,sweing,6,0.8,25.9,1152.0,6720,50,0.0,0,0,56.0,0.800125
2/2/2015,finishing ,9,0.75,3.94,,960,0,0.0,0,0,8.0,0.994270833
2/12/2015,sweing,1,0.8,22.52,1397.0,0,138,0.0,0,0,57.0,1.100483918
3/10/2015,finishing,5,0.6,3.94,,1440,0,0.0,0,0,12.0,0.909391667
2/12/2015,sweing,10,0.8,22.52,10.0,6000,0,0.0,0,0,50.0,0.441392
1/12/2015,finishing ,4,0.35,4.3,,3240,0,0.0,0,0,18.0,0.942213805
2/5/2015,finishing,12,0.8,4.08,,1080,0,0.0,0,0,9.0,0.906666667
3/4/2015,sweing,6,0.75,18.79,52.0,3960,0,0.0,0,0,33.0,0.332146465
3/4/2015,finishing,4,0.7,3.94,,960,0,0.0,0,0,8.0,0.806058333
2/11/2015,sweing,6,0.8,18.79,656.0,3480,38,0.0,0,0,34.0,0.800947475
1/11/2015,finishing ,2,0.8,3.94,,1440,0,0.0,0,0,8.0,0.820833333
3/10/2015,finishing,1,0.75,3.94,,960,0,0.0,0,0,8.0,0.880754167
1/26/2015,finishing ,5,0.7,4.15,,2700,0,0.0,0,0,15.0,0.959191919
3/4/2015,sweing,11,0.8,11.41,433.0,0,38,0.0,0,0,56.0,0.800701754
1/1/2015,sweing,9,0.7,28.08,872.0,6900,44,0.0,0,0,57.5,0.721126957
1/5/2015,finishing ,2,0.8,3.94,,960,0,0.0,0,0,8.0,0.804416667
2/3/2015,sweing,2,0.8,22.52,1452.0,6960,100,0.0,0,0,58.0,0.949981609
1/12/2015,sweing,10,0.8,50.48,381.0,6930,45,0.0,0,0,58.5,0.688557555
1/8/2015,finishing ,11,0.8,4.15,,900,0,0.0,0,0,5.0,0.515606061
2/18/2015,sweing,4,0.8,30.1,864.0,480,50,0.0,0,1,58.0,0.800980392
3/11/2015,finishing,12,0.8,4.6,,2160,0,0.0,0,0,9.0,0.922839506
2/25/2015,finishing,10,0.7,2.9,,1200,0,0.0,0,0,10.0,0.845833333
3/4/2015,sweing,9,0.75,18.79,1206.0,6240,34,0.0,0,0,52.0,0.750395513
2/14/2015,sweing,8,0.7,30.1,824.0,5160,0,0.0,0,1,60.0,0.700206125
1/6/2015,sweing,2,0.8,28.08,716.0,10350,50,0.0,0,0,57.5,0.800594466
2/3/2015,sweing,9,0.75,29.12,1070.0,6960,34,0.0,0,0,58.0,0.750593103
1/28/2015,sweing,9,0.7,29.12,1340.0,6960,63,0.0,0,0,58.0,0.750593103
1/31/2015,finishing ,5,0.7,3.94,,240,0,0.0,0,0,2.0,0.971866667
2/17/2015,sweing,5,0.8,30.1,680.0,7140,0,0.0,0,0,59.0,0.653431373
1/12/2015,finishing ,3,0.8,4.15,,1800,0,0.0,0,0,10.0,0.905454545
1/17/2015,finishing ,6,0.8,2.9,,900,0,0.0,0,0,5.0,0.465757576
3/3/2015,finishing,4,0.7,3.94,,3360,0,0.0,0,0,8.0,0.555430556
3/7/2015,finishing,6,0.5,2.9,,960,0,0.0,0,0,8.0,0.7975
2/15/2015,sweing,11,0.65,11.41,700.0,2640,23,0.0,0,2,53.0,0.650223718
3/10/2015,sweing,5,0.65,26.82,1001.0,7080,26,0.0,0,1,59.0,0.650044068
1/26/2015,finishing ,3,0.75,3.94,,1800,0,0.0,0,0,10.0,1.059621212
2/14/2015,sweing,12,0.8,15.26,942.0,4080,63,0.0,0,0,34.0,0.800401961
1/27/2015,finishing ,10,0.8,3.94,,1440,0,0.0,0,0,12.0,0.979527778
3/5/2015,sweing,6,0.35,22.53,1450.0,2640,0,0.0,0,1,39.0,0.26369382
1/29/2015,finishing ,11,0.6,2.9,,960,0,0.0,0,0,8.0,0.864583333
1/26/2015,finishing ,12,0.7,4.08,,1620,0,0.0,0,0,9.0,0.769292929
1/6/2015,finishing ,11,0.8,4.15,,2700,0,0.0,0,0,15.0,0.888686869
3/9/2015,sweing,1,0.75,26.82,1322.0,7140,65,0.0,0,0,59.0,0.850426891
1/12/2015,sweing,9,0.8,26.16,1093.0,10620,75,0.0,0,0,59.0,0.850502311
2/23/2015,sweing,6,0.75,18.79,1100.0,3960,45,0.0,0,0,33.0,0.75065101
3/5/2015,sweing,10,0.7,21.82,1390.0,6000,30,0.0,0,0,50.0,0.700422
1/28/2015,sweing,3,0.8,22.52,1350.0,6840,113,0.0,0,0,57.0,1.000230409
1/20/2015,sweing,5,0.7,20.4,1352.0,10260,50,0.0,0,0,57.0,0.700063796
2/8/2015,finishing,9,0.8,3.94,,960,0,0.0,0,0,8.0,0.607416667
1/4/2015,sweing,9,0.8,26.16,1278.0,7080,60,0.0,0,0,59.0,0.850569492
2/11/2015,sweing,2,0.8,22.52,1557.0,0,90,0.0,0,0,57.5,1.000344928
3/1/2015,sweing,6,0.75,18.79,1193.0,3960,45,0.0,0,0,33.0,0.75065101
2/15/2015,sweing,7,0.7,30.1,881.0,7080,0,0.0,0,1,59.0,0.700632768
3/5/2015,finishing,9,0.75,2.9,,960,0,0.0,0,0,8.0,0.453125
2/16/2015,sweing,4,0.75,30.1,912.0,7020,0,0.0,0,1,58.0,0.750356125
1/22/2015,sweing,12,0.6,15.26,1492.0,6960,23,0.0,0,0,34.0,0.600436426
1/1/2015,sweing,8,0.8,26.16,1108.0,7080,98,0.0,0,0,59.0,0.940725424
2/25/2015,sweing,12,0.8,15.26,1053.0,4080,50,0.0,0,0,34.0,0.800401961
1/31/2015,finishing ,12,0.75,4.08,,1080,0,0.0,0,0,9.0,0.971866667
1/22/2015,finishing ,6,0.8,2.9,,4800,0,0.0,0,0,8.0,0.626822917
1/25/2015,sweing,2,0.75,22.94,1636.0,10530,81,0.0,0,0,58.5,0.850223776
2/16/2015,sweing,1,0.8,22.52,1422.0,6840,113,0.0,0,0,57.0,1.000230409
3/9/2015,sweing,3,0.8,30.1,964.0,5160,50,0.0,0,1,58.0,0.800842424
2/7/2015,sweing,2,0.8,22.52,1186.0,6900,113,0.0,0,0,58.0,1.000018551
1/6/2015,finishing ,8,0.8,2.9,,1440,0,0.0,0,0,8.0,0.681060606
1/31/2015,finishing ,10,0.8,3.94,,1200,0,0.0,0,0,10.0,0.971866667
1/3/2015,finishing ,7,0.8,3.94,,960,0,0.0,0,0,8.0,0.6253125
1/1/2015,finishing ,7,0.8,2.9,,960,0,0.0,0,0,8.0,0.540729167
2/11/2015,finishing,5,0.7,4.15,,240,0,0.0,0,0,2.0,0.87
2/23/2015,sweing,10,0.7,21.25,1583.0,6000,0,0.0,0,1,50.0,0.417916667
1/10/2015,finishing ,1,0.8,3.94,,2160,0,0.0,0,0,8.0,0.985
1/25/2015,finishing ,5,0.7,4.15,,3060,0,0.0,0,0,17.0,0.973796791
1/11/2015,sweing,8,0.8,25.9,1209.0,10170,60,0.0,0,0,56.5,0.850136766
1/8/2015,sweing,2,0.8,28.08,783.0,10050,63,0.0,0,0,58.5,0.800497246
1/19/2015,sweing,12,0.35,15.26,1111.0,6120,23,0.0,0,0,34.0,0.35021836
2/10/2015,sweing,8,0.5,30.1,1061.0,6960,30,0.0,0,1,58.0,0.393548851
1/7/2015,sweing,12,0.8,11.61,1120.0,5670,50,0.0,0,0,31.5,0.800246753
2/28/2015,sweing,2,0.7,30.33,512.0,4560,0,0.0,0,1,58.0,0.700211111
2/10/2015,finishing,1,0.8,3.94,,1440,0,0.0,0,0,12.0,0.853666667
3/8/2015,finishing,4,0.75,3.94,,960,0,0.0,0,0,8.0,0.890604167
1/5/2015,finishing ,3,0.75,4.15,,1920,0,0.0,0,0,8.0,0.875390625
3/7/2015,sweing,11,0.8,11.41,471.0,3420,50,0.0,0,0,58.0,0.800034503
2/22/2015,finishing,10,0.8,3.94,,960,0,0.0,0,0,8.0,0.385791667
1/7/2015,finishing ,10,0.75,3.94,,1440,0,0.0,0,0,8.0,0.805909091
1/11/2015,sweing,5,0.6,20.79,1208.0,7980,0,0.0,0,0,57.0,0.452979626
2/12/2015,finishing,12,0.8,4.08,,1080,0,0.0,0,0,9.0,0.838666667
1/24/2015,finishing ,5,0.7,4.15,,2700,0,0.0,0,0,15.0,0.966666667
2/5/2015,finishing,1,0.8,3.94,,1440,0,0.0,0,0,12.0,0.845458333
3/3/2015,sweing,12,0.8,15.26,983.0,4080,50,0.0,0,0,34.0,0.800401961
3/7/2015,sweing,2,0.65,16.1,626.0,4200,0,0.0,0,1,45.0,0.65024031
2/17/2015,sweing,6,0.75,18.79,726.0,3360,0,0.0,0,0,33.0,0.750621354
3/1/2015,sweing,2,0.7,30.33,254.0,1800,0,0.0,0,0,58.0,0.683550607
1/4/2015,finishing ,9,0.8,3.94,,960,0,0.0,0,0,8.0,0.931645833
1/12/2015,sweing,11,0.65,12.52,1004.0,9540,44,0.0,0,0,53.0,0.64998056
1/11/2015,finishing ,8,0.8,2.9,,1440,0,0.0,0,0,8.0,0.653598485
1/7/2015,sweing,11,0.8,31.83,568.0,9900,40,0.0,0,0,55.0,0.412119835
1/21/2015,sweing,2,0.7,22.94,1422.0,10500,60,0.0,0,0,57.0,0.800415742
1/10/2015,sweing,9,0.8,26.16,1122.0,10620,75,0.0,0,0,59.0,0.851174114
1/17/2015,sweing,5,0.7,41.19,1052.0,10440,21,0.0,0,0,58.0,0.452012539
1/25/2015,sweing,5,0.7,20.4,1217.0,10440,50,0.0,0,0,58.0,0.700250784
3/3/2015,finishing,2,0.4,3.9,,6300,0,0.0,0,0,15.0,0.567377778
1/14/2015,finishing ,7,0.8,2.9,,1440,0,0.0,0,0,8.0,0.837594697
1/1/2015,sweing,7,0.8,25.9,984.0,6720,38,0.0,0,0,56.0,0.800125
3/10/2015,finishing,2,0.7,3.9,,960,0,0.0,0,0,8.0,0.741
1/4/2015,sweing,7,0.8,25.9,1227.0,7020,60,0.0,0,0,56.5,0.850436438
1/18/2015,finishing ,6,0.8,2.9,,1800,0,0.0,0,0,10.0,0.804848485
2/3/2015,sweing,11,0.7,25.31,946.0,5760,60,0.0,0,0,54.0,0.700513566
2/18/2015,finishing,8,0.7,5.13,,960,0,0.0,0,0,8.0,0.58
3/1/2015,sweing,8,0.75,29.4,622.0,6240,56,0.0,0,0,57.0,0.75075
3/9/2015,sweing,8,0.65,30.48,953.0,6720,26,0.0,0,1,56.0,0.650421429
1/27/2015,finishing ,8,0.65,3.94,,960,0,0.0,0,0,8.0,0.845458333
3/2/2015,sweing,11,0.8,11.61,632.0,0,50,0.0,0,0,57.0,0.800309211
2/7/2015,sweing,7,0.7,24.26,658.0,6960,0,270.0,45,0,58.0,0.662270115
2/17/2015,sweing,12,0.8,15.26,1133.0,4080,38,0.0,0,0,34.0,0.800401961
3/10/2015,sweing,1,0.75,26.82,1574.0,7080,75,0.0,0,0,59.0,0.900061017
2/19/2015,finishing,8,0.7,5.13,,1920,0,0.0,0,0,8.0,0.672135417
3/9/2015,finishing,3,0.8,4.6,,0,1440,0.0,0,0,12.0,0.795416667
1/18/2015,sweing,2,0.65,22.94,1025.0,10170,26,0.0,0,0,56.5,0.650243497
1/15/2015,sweing,1,0.8,26.16,1160.0,10620,75,0.0,0,0,59.0,0.850502311
1/22/2015,sweing,7,0.6,22.52,1859.0,10260,23,0.0,0,0,57.0,0.60041361
2/10/2015,finishing,12,0.8,4.08,,1080,0,0.0,0,0,9.0,1.004888889
1/11/2015,finishing ,3,0.75,4.15,,1440,0,0.0,0,0,8.0,0.93532197
1/14/2015,finishing ,3,0.8,4.15,,1440,0,0.0,0,0,7.0,0.820833333
3/2/2015,finishing,4,0.65,3.94,,960,0,0.0,0,0,8.0,0.806879167
1/13/2015,sweing,2,0.8,28.08,723.0,10530,50,0.0,0,0,58.5,0.8
1/7/2015,sweing,6,0.8,11.41,986.0,5490,50,0.0,0,0,30.5,0.800343766
2/1/2015,sweing,3,0.8,22.52,1124.0,6840,100,0.0,0,0,57.0,0.950185965
3/10/2015,sweing,11,0.8,11.41,338.0,3420,50,0.0,0,0,58.0,0.800034503
1/25/2015,finishing ,10,0.75,3.94,,3420,0,0.0,0,0,19.0,0.955151515
3/3/2015,finishing,8,0.75,4.6,,3360,0,0.0,0,0,8.0,0.702777778
3/2/2015,finishing,12,0.8,4.6,,3780,0,0.0,0,0,9.0,0.607654321
2/23/2015,finishing,10,0.8,3.94,,2400,0,0.0,0,0,20.0,0.955791667
3/7/2015,finishing,2,0.65,3.9,,1920,0,0.0,0,0,8.0,0.528125
2/2/2015,sweing,9,0.75,29.12,8992.0,6960,55,0.0,0,0,58.0,0.799963218
1/5/2015,sweing,10,0.75,28.08,1083.0,7020,45,0.0,0,0,58.5,0.7504
1/7/2015,finishing ,3,0.75,4.15,,2700,0,0.0,0,0,15.0,0.83
1/27/2015,sweing,3,0.75,22.52,1299.0,6840,119,0.0,0,0,57.0,1.000230409
2/12/2015,sweing,8,0.65,30.1,1193.0,7080,0,0.0,0,1,59.0,0.463403955
1/7/2015,finishing ,2,0.8,3.94,,1440,0,0.0,0,0,8.0,0.813371212
2/3/2015,sweing,3,0.8,22.52,1112.0,6840,100,0.0,0,0,57.0,0.950185965
2/5/2015,sweing,8,0.7,24.26,1167.0,6840,0,0.0,0,0,57.0,0.496549708
1/31/2015,finishing ,4,0.8,3.94,,1200,0,0.0,0,0,10.0,0.971866667
2/2/2015,finishing ,6,0.6,2.9,,1200,0,0.0,0,0,10.0,0.280333333
2/26/2015,sweing,3,0.75,29.4,1244.0,6840,45,0.0,0,2,57.0,0.750473684
1/6/2015,sweing,5,0.65,21.98,808.0,10440,35,0.0,0,0,58.0,0.649983281
1/26/2015,sweing,8,0.6,15.09,1519.0,360,23,0.0,0,0,52.0,0.600143365
2/28/2015,finishing,9,0.75,2.9,,960,0,0.0,0,0,8.0,0.4078125
3/7/2015,sweing,5,0.7,27.48,541.0,6960,24,0.0,0,1,58.0,0.408960345
2/4/2015,sweing,6,0.7,18.79,941.0,3360,30,0.0,0,0,33.0,0.700710417
2/17/2015,finishing,7,0.7,5.13,,1200,0,0.0,0,0,10.0,0.91375
1/21/2015,sweing,3,0.7,22.52,1139.0,10260,63,0.0,0,0,57.0,0.750068049
2/4/2015,sweing,5,0.65,30.1,326.0,5820,0,90.0,10,0,58.5,0.650834808
1/31/2015,finishing ,7,0.7,3.94,,1200,0,0.0,0,0,10.0,0.971866667
2/11/2015,sweing,5,0.75,30.1,788.0,7380,56,0.0,0,0,59.5,0.750406233
2/8/2015,sweing,4,0.65,30.1,712.0,6780,44,0.0,0,1,56.5,0.568259587
2/9/2015,sweing,5,0.7,30.1,773.0,7020,40,0.0,0,0,58.0,0.700618234
1/28/2015,finishing ,12,0.75,4.08,,1080,0,0.0,0,0,9.0,0.755555556
3/5/2015,finishing,3,0.8,4.6,,1800,0,0.0,0,0,15.0,0.810111111
2/2/2015,sweing,2,0.8,22.52,21385.0,7020,88,0.0,0,0,58.5,0.900158405
2/9/2015,sweing,1,0.8,22.52,1506.0,3600,70,0.0,0,0,57.0,0.900509044
1/5/2015,sweing,7,0.8,25.9,1255.0,6780,50,0.0,0,0,56.5,0.800684366
2/1/2015,sweing,8,0.6,24.26,1196.0,6600,0,0.0,0,0,55.0,0.466821212
1/26/2015,sweing,12,0.7,15.26,1337.0,6120,40,0.0,0,0,34.0,0.70043672
3/11/2015,finishing,10,0.75,2.9,,960,0,0.0,0,0,8.0,0.628333333
2/28/2015,sweing,8,0.75,29.4,792.0,4560,56,0.0,0,2,58.0,0.750425926
3/8/2015,finishing,11,0.8,2.9,,960,0,0.0,0,0,8.0,0.755208333
1/27/2015,sweing,5,0.5,20.79,1455.0,6960,30,0.0,0,0,58.0,0.500035345
1/12/2015,sweing,4,0.35,22.4,581.0,7350,0,0.0,0,0,51.5,0.35063299
2/1/2015,finishing ,10,0.8,3.94,,1200,0,0.0,0,0,10.0,0.8865
1/8/2015,sweing,3,0.8,19.87,857.0,9900,50,0.0,0,0,55.0,0.800273829
3/5/2015,finishing,4,0.7,3.94,,960,0,0.0,0,0,8.0,0.812625
1/21/2015,finishing ,11,0.7,4.15,,2700,0,0.0,0,0,9.0,0.470769231
2/3/2015,sweing,1,0.8,22.52,1500.0,6900,113,0.0,0,0,57.5,1.000018551
2/24/2015,finishing,3,0.8,4.6,,1440,0,0.0,0,0,12.0,0.811388889
1/14/2015,finishing ,8,0.8,2.9,,1440,0,0.0,0,0,8.0,0.667329545
3/3/2015,sweing,5,0.7,27.48,573.0,6840,30,0.0,0,0,57.0,0.700659649
2/8/2015,sweing,8,0.7,24.26,154.0,6840,0,0.0,0,0,57.0,0.353259649
3/10/2015,finishing,12,0.8,4.6,,1080,0,0.0,0,0,9.0,0.92
1/8/2015,finishing ,2,0.8,3.94,,1440,0,0.0,0,0,8.0,0.835757576
2/10/2015,sweing,4,0.7,30.1,855.0,7020,40,0.0,0,1,58.0,0.700618234
2/14/2015,sweing,7,0.7,30.1,957.0,7200,0,0.0,0,1,60.0,0.602
2/15/2015,finishing,1,0.8,3.94,,960,0,0.0,0,0,8.0,1.1204375
1/31/2015,sweing,5,0.7,50.89,282.0,5880,56,0.0,0,0,59.0,0.656763743
2/10/2015,finishing,6,0.75,2.9,,960,0,0.0,0,0,8.0,0.628333333
1/11/2015,sweing,11,0.6,12.52,831.0,9540,30,0.0,0,0,53.0,0.600229846
1/8/2015,sweing,11,0.35,12.52,287.0,25920,38,0.0,0,0,54.0,0.349951389
1/8/2015,finishing ,4,0.8,3.94,,12600,0,0.0,0,0,20.0,0.919905405
2/11/2015,finishing,12,0.8,4.08,,1080,0,0.0,0,0,9.0,1.02
2/4/2015,sweing,11,0.7,10.05,1042.0,6120,60,0.0,0,0,53.0,0.700278846
1/24/2015,sweing,7,0.65,22.52,1295.0,10170,26,0.0,0,0,56.5,0.650416734
3/5/2015,sweing,2,0.6,15.28,529.0,1320,0,0.0,0,1,46.0,0.600099145
2/14/2015,finishing,7,0.7,4.15,,1800,0,0.0,0,0,15.0,0.929277778
1/13/2015,sweing,10,0.35,22.4,715.0,10170,23,0.0,0,0,56.5,0.35020649
3/5/2015,sweing,12,0.8,15.26,959.0,4080,50,0.0,0,0,34.0,0.800401961
2/11/2015,sweing,12,0.8,15.26,854.0,4080,50,0.0,0,0,34.0,0.800401961
2/23/2015,finishing,2,0.8,5.13,,960,0,0.0,0,0,8.0,0.36871875
2/15/2015,sweing,12,0.8,15.26,1120.0,1440,50,0.0,0,0,34.0,0.800806306
1/4/2015,sweing,3,0.75,19.87,734.0,6600,45,0.0,0,0,55.0,0.75024303
2/23/2015,sweing,2,0.7,30.33,577.0,2160,30,0.0,0,1,58.0,0.700623
1/7/2015,finishing ,9,0.8,3.94,,1440,0,0.0,0,0,8.0,0.880530303
1/10/2015,sweing,10,0.8,28.08,1082.0,10530,63,0.0,0,0,58.5,0.8
2/11/2015,sweing,11,0.35,11.41,434.0,3240,0,0.0,0,1,52.0,0.507903226
3/7/2015,finishing,11,0.8,2.9,,960,0,0.0,0,0,8.0,0.657083333
3/2/2015,finishing,3,0.8,4.6,,10080,0,0.0,0,0,24.0,0.86037037
2/25/2015,finishing,8,0.7,4.6,,960,0,0.0,0,0,8.0,0.658541667
2/9/2015,sweing,6,0.75,18.79,708.0,4080,0,0.0,0,0,34.0,0.612517157
1/31/2015,sweing,3,0.8,22.52,1136.0,6960,113,0.0,0,0,58.0,1.000457471
2/4/2015,sweing,8,0.7,29.12,1248.0,6840,0,0.0,0,0,57.0,0.700135088
2/15/2015,finishing,12,0.8,4.08,,1080,0,0.0,0,0,9.0,0.876444444
3/9/2015,finishing,11,0.8,2.9,,0,960,0.0,0,0,8.0,0.960625
2/1/2015,sweing,12,0.75,15.26,1276.0,1440,45,0.0,0,0,35.0,0.750450658
2/28/2015,finishing,8,0.75,4.6,,3360,0,0.0,0,0,8.0,0.376597222
2/19/2015,finishing,2,0.8,5.13,,3600,0,0.0,0,0,15.0,0.710125
1/24/2015,sweing,12,0.75,15.26,1316.0,6120,40,0.0,0,0,34.0,0.750079323
3/3/2015,sweing,4,0.7,26.66,950.0,6960,50,0.0,0,0,58.0,0.750770115
2/24/2015,sweing,1,0.6,22.53,708.0,5040,0,0.0,0,1,42.0,0.268214286
1/26/2015,sweing,2,0.75,22.94,1764.0,10260,55,0.0,0,0,57.0,0.800034024
1/28/2015,finishing ,6,0.35,2.9,,1800,0,0.0,0,0,15.0,0.977555556
2/19/2015,sweing,8,0.7,29.4,1116.0,6240,0,0.0,0,2,57.0,0.7
3/4/2015,finishing,3,0.8,4.6,,1200,0,0.0,0,0,10.0,0.939166667
1/15/2015,finishing ,1,0.8,3.94,,1440,0,0.0,0,0,8.0,0.884261364
1/17/2015,sweing,3,0.6,22.52,1140.0,10170,30,0.0,0,0,56.5,0.600291767
2/1/2015,sweing,6,0.65,18.79,881.0,3960,26,0.0,0,0,33.0,0.651007071
3/5/2015,finishing,8,0.8,4.6,,2640,0,0.0,0,0,22.0,0.980984848
2/3/2015,finishing ,9,0.75,3.94,,1320,0,0.0,0,0,11.0,0.919954545
2/1/2015,finishing ,12,0.75,4.08,,1080,0,0.0,0,0,9.0,0.702666667
1/10/2015,sweing,2,0.8,28.08,749.0,10350,63,0.0,0,0,57.5,0.800594466
2/7/2015,sweing,1,0.8,22.52,1534.0,6780,88,0.0,0,0,57.0,0.900135693
1/19/2015,sweing,1,0.5,22.94,1492.0,10170,30,0.0,0,0,56.5,0.549969429
1/17/2015,finishing ,2,0.8,3.94,,1800,0,0.0,0,0,10.0,0.980909091
3/10/2015,sweing,8,0.7,30.48,923.0,6840,30,0.0,0,1,57.0,0.700505263
1/31/2015,sweing,4,0.8,22.52,1432.0,6660,88,0.0,0,0,57.5,0.900537069
3/1/2015,finishing,4,0.6,3.94,,960,0,0.0,0,0,8.0,0.673083333
1/1/2015,finishing ,8,0.75,2.9,,960,0,0.0,0,0,8.0,0.676666667
2/17/2015,sweing,7,0.7,30.1,562.0,840,30,0.0,0,1,59.0,0.700888203
1/22/2015,finishing ,12,0.6,4.08,,5400,0,0.0,0,0,9.0,0.327407407
1/25/2015,sweing,4,0.75,22.52,867.0,10260,94,0.0,0,0,57.0,0.900321106
3/2/2015,sweing,3,0.8,29.4,1231.0,4680,50,0.0,0,0,57.0,0.800149813
2/25/2015,sweing,6,0.75,18.79,1003.0,3960,45,0.0,0,1,33.0,0.75065101
2/22/2015,sweing,4,0.8,30.1,922.0,5820,63,0.0,0,1,59.0,0.80000295
3/4/2015,finishing,1,0.7,3.94,,960,0,0.0,0,0,8.0,0.806879167
1/13/2015,sweing,4,0.5,22.4,783.0,10170,23,0.0,0,0,56.5,0.500380799
1/27/2015,finishing ,7,0.5,4.15,,960,0,0.0,0,0,8.0,0.803541667
1/17/2015,finishing ,8,0.8,2.9,,1440,0,0.0,0,0,8.0,0.675568182
1/13/2015,finishing ,11,0.8,4.15,,1440,0,0.0,0,0,8.0,0.601278409
2/18/2015,sweing,9,0.7,18.79,1587.0,4560,30,0.0,0,1,51.0,0.70009573
1/24/2015,finishing ,4,0.75,4.3,,2160,0,0.0,0,0,12.0,0.651515152
2/18/2015,finishing,2,0.8,5.13,,1440,0,0.0,0,0,12.0,0.919125
1/19/2015,finishing ,9,0.8,3.94,,1800,0,0.0,0,0,10.0,0.964106061
2/22/2015,finishing,7,0.7,5.13,,960,0,0.0,0,0,8.0,0.283958333
2/25/2015,finishing,12,0.8,4.6,,1800,0,0.0,0,0,15.0,0.899555556
2/7/2015,finishing,2,0.8,3.94,,3000,0,0.0,0,0,25.0,1.050666667
3/7/2015,sweing,3,0.8,29.4,983.0,6840,63,0.0,0,1,57.0,0.800578947
1/4/2015,sweing,5,0.7,45.67,884.0,6960,26,0.0,0,0,58.0,0.603432184
2/23/2015,sweing,7,0.75,30.1,709.0,6960,45,0.0,0,1,58.0,0.750770115
2/3/2015,sweing,6,0.7,18.79,913.0,4020,30,0.0,0,0,33.5,0.700184577
1/27/2015,sweing,10,0.8,22.52,1134.0,6720,70,0.0,0,0,56.0,0.900129762
3/3/2015,sweing,10,0.7,21.82,1313.0,5040,30,0.0,0,0,51.0,0.699984417
1/31/2015,sweing,9,0.75,29.12,1082.0,6840,81,0.0,0,0,57.0,0.850610526
2/5/2015,sweing,10,0.8,22.52,1039.0,6720,113,0.0,0,0,56.0,0.999995238
3/3/2015,finishing,6,0.75,2.9,,3360,0,0.0,0,0,8.0,0.309333333
1/24/2015,finishing ,12,0.7,4.08,,1620,0,0.0,0,0,9.0,0.858585859
2/4/2015,finishing,1,0.8,3.94,,1200,0,0.0,0,0,10.0,0.929183333
1/22/2015,finishing ,7,0.6,3.94,,6000,0,0.0,0,0,10.0,0.957638889
1/24/2015,finishing ,3,0.75,3.94,,1440,0,0.0,0,0,8.0,0.895454545
2/3/2015,finishing ,6,0.7,2.9,,960,0,0.0,0,0,8.0,0.495416667
2/22/2015,sweing,8,0.7,29.4,1146.0,6840,40,0.0,0,2,57.0,0.700614035
2/10/2015,sweing,7,0.5,30.1,1025.0,6960,23,0.0,0,1,58.0,0.500801724
1/3/2015,sweing,9,0.7,28.08,1072.0,6900,40,0.0,0,0,57.5,0.699965217
